unnamed:_0;sku;nome;gênero;marca;indicado_para;altura_do_cano;color;value;description;media_rating;number_reviews;size;images;url_product;gola;material;time/atleta;manga;dimensões_aproximadas;garantia_do_fabricante;origem;estilo_da_peça;composição;tecnologia;peso_do_produto;definição_da_tecnologia;recomendações_de_uso;kit_composto_por;alça;aba;fechamento;capacidade;compartimento;linha;departamento_bs;cós;tipo_de_uso;capuz;bolso;personalização;categoria;pisada;itens_inclusos;importante;nível;circunferência;obs;modelo;solado;tipo;material_interno;classificação_indicativa;console;classificação;sac;faixa_preco;value_normalized
38;FBA-6384-014-34;Tênis Adidas Hoops 4.0 Mid;Unissex;adidas;dia a dia;Cano Médio;Branco;39999.0;com um toque moderno nos modelos clássicos de basquete adidas este tênis de cano alto foi feito para mostrar seu amor pelo esporte aonde quer que você vá o cabedal sintético é detalhado com uma biqueira de suede o solado de borracha oferece durabilidade e aderência;4.66;99;34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45;"https://static.lojanba.com/produtos/tenis-adidas-hoops-40-mid/14/FBA-6384-014/FBA-6384-014_zoom1.jpg?ts=1744222208&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-hoops-40-mid/14/FBA-6384-014/FBA-6384-014_zoom2.jpg?ts=1744222208&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-hoops-40-mid/14/FBA-6384-014/FBA-6384-014_zoom3.jpg?ts=1744222208&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-hoops-40-mid/14/FBA-6384-014/FBA-6384-014_zoom4.jpg?ts=1744222208&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-hoops-40-mid/14/FBA-6384-014/FBA-6384-014_zoom5.jpg?ts=1744222208&ims=544x; https://static.lojanba.com/produtos/tenis-adidas-hoops-40-mid/14/FBA-6384-014/FBA-6384-014_zoom6.jpg?ts=1744222208&ims=544x";https://www.lojanba.com/p/tenis-adidas-hoops-40-mid-FBA-6384-014;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.19959728165114524
39;JD8-9861-483-02;Regata Jersey NBA Nike Sacramento Kings De'Aaron Fox N° 5 - Masculina;Masculino;nike;dia a dia;Não Informado;Roxo e Preto;50999.0;estilo street garantido esta regata nba sacramento kings deaaron fox n 5 nike masculina é daquelas que não podem faltar no guardaroupas de quem busca praticidade e estilo feita com material leve e respirável a regata nba garante frescor e conforto durante qualquer atividade o número 5 e o nome de fox na parte de trás exibem sua conexão com o jogador enquanto o emblema dos kings na parte frontal mostram seu time na nba por fim seu caimento regular e a tecnologia que afasta a umidade elevam o conforto e trazem ao seu visual um toque esportivo não perca tempo  combine com seu tênis de basquete preferido e mostre sua torcida;5.0;3;P, M, G, GG;"https://static.lojanba.com/produtos/regata-jersey-nba-nike-sacramento-kings-deaaron-fox-n-5-masculina-/83/JD8-9861-483/JD8-9861-483_zoom1.jpg?ts=1768706440&ims=544x; https://static.lojanba.com/produtos/regata-jersey-nba-nike-sacramento-kings-deaaron-fox-n-5-masculina-/83/JD8-9861-483/JD8-9861-483_zoom2.jpg?ts=1768706440&ims=544x; https://static.lojanba.com/produtos/regata-jersey-nba-nike-sacramento-kings-deaaron-fox-n-5-masculina-/83/JD8-9861-483/JD8-9861-483_zoom3.jpg?ts=1768706440&ims=544x; https://static.lojanba.com/produtos/regata-jersey-nba-nike-sacramento-kings-deaaron-fox-n-5-masculina-/83/JD8-9861-483/JD8-9861-483_zoom4.jpg?ts=1768706440&ims=544x";https://www.lojanba.com/p/regata-jersey-nba-nike-sacramento-kings-deaaron-fox-n-5-masculina-JD8-9861-483;Gola V;Poliéster;Não Informado;Não Informado;Medidas da Peça ( Tamanho G) - Ombro: 36 cm, Tórax: 118 cm, Comprimento: 77 cm;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.2549710546186761
40;E46-3697-016-04;Mochila Sacola Chicago Bulls NBA Sestini Legend 9L;Unissex;sestini;dia a dia;Não Informado;Vermelho;4899.0;praticidade para te acompanhar nas atividades esportivas a mochila sacola chicago bulls nba sestini legend 9l tem design compacto ideal para levar seus objetos essenciais e itens de treino esta mochila esportiva conta com regulagem na abertura principal alças finas fixas e recebe estampa com o emblema dos bulls a energia do basquete com a funcionalidade que você valoriza no dia a dia prepare o calção esportivo a camisa de basquete e aproveite;5.0;0;Único;"https://static.lojanba.com/produtos/mochila-sacola-chicago-bulls-nba-sestini-legend-9l/16/E46-3697-016/E46-3697-016_zoom1.jpg?ts=1773804258&ims=544x; https://static.lojanba.com/produtos/mochila-sacola-chicago-bulls-nba-sestini-legend-9l/16/E46-3697-016/E46-3697-016_zoom2.jpg?ts=1773804258&ims=544x; https://static.lojanba.com/produtos/mochila-sacola-chicago-bulls-nba-sestini-legend-9l/16/E46-3697-016/E46-3697-016_zoom3.jpg?ts=1773804258&ims=544x; https://static.lojanba.com/produtos/mochila-sacola-chicago-bulls-nba-sestini-legend-9l/16/E46-3697-016/E46-3697-016_zoom4.jpg?ts=1773804258&ims=544x";https://www.lojanba.com/p/mochila-sacola-chicago-bulls-nba-sestini-legend-9l-E46-3697-016;Não Informado;Não Informado;Chicago Bulls;Não Informado;32x42 (LxA);Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Com logo;100% Poliéster;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Ajustável;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.022904606091115026
41;SGL-041T-260-38;Tênis Nike Sabrina 3 Glitch Feminino;Feminino;nike;jogo;Cano Baixo;Verde e Preto;68999.0;vista o legado de sabrina ionescu e domine as quadras com o tênis nike sabrina 3 glitch feminino essencial para atletas que buscam velocidade e controle este tênis nike foi projetado para elevar o seu jogo com um design moderno e marcante o sabrina 3 um cabedal leve e respirável com detalhes que remetem ao estilo único da craque da wnba com suporte e ajuste seguro permite cortes rápidos e paradas com confiança o solado de borracha durável com padrão de tração inspirado no basquete assegura aderência excepcional em qualquer superfície não perca tempo  peça já o seu tênis nike sabrina 3 e sinta a diferença em quadra;0.0;0;35, 36, 37, 38, 39, 40;"https://static.lojanba.com/produtos/tenis-nike-sabrina-3-glitch-feminino/60/SGL-041T-260/SGL-041T-260_zoom1.jpg?ts=1774429862&ims=544x; https://static.lojanba.com/produtos/tenis-nike-sabrina-3-glitch-feminino/60/SGL-041T-260/SGL-041T-260_zoom2.jpg?ts=1774429862&ims=544x; https://static.lojanba.com/produtos/tenis-nike-sabrina-3-glitch-feminino/60/SGL-041T-260/SGL-041T-260_zoom3.jpg?ts=1774429862&ims=544x; https://static.lojanba.com/produtos/tenis-nike-sabrina-3-glitch-feminino/60/SGL-041T-260/SGL-041T-260_zoom4.jpg?ts=1774429862&ims=544x; https://static.lojanba.com/produtos/tenis-nike-sabrina-3-glitch-feminino/60/SGL-041T-260/SGL-041T-260_zoom5.jpg?ts=1774429862&ims=544x; https://static.lojanba.com/produtos/tenis-nike-sabrina-3-glitch-feminino/60/SGL-041T-260/SGL-041T-260_zoom6.jpg?ts=1774429862&ims=544x; https://static.lojanba.com/produtos/tenis-nike-sabrina-3-glitch-feminino/60/SGL-041T-260/SGL-041T-260_zoom7.jpg?ts=1774429862&ims=544x";https://www.lojanba.com/p/tenis-nike-sabrina-3-glitch-feminino-SGL-041T-260;Não Informado;Têxtil e Sintético;Não Informado;Não Informado;Não Informado;Contra defeito de fabricação;Estrangeira - Adquirida no mercado interno;Não Informado;Não Informado;Não Informado;Tam. (38) 310g (O peso do produto varia de acordo com a numeração);Não Informado;Basquete;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.34558268311099927
42;SGL-04QH-198-02;Camiseta Jersey NBA Nike Los Angeles Lakers Masculina;Masculino;nike;dia a dia;Não Informado;Roxo;69999.0;leve a paixão pelo maior basquete do mundo para o seu dia a dia com a camiseta jersey nba nike los angeles lakers masculina  o item indispensável para todo fã da nba esta peça une o conforto casual à tradição vitoriosa dos lakers permitindo que você exiba suas cores com orgulho em qualquer lugar confeccionada em malha de algodão macio e de alta qualidade ela oferece um toque suave e durabilidade excepcional para o uso contínuo a estampa frontal de alta definição destaca o orgulho da franquia enquanto o corte padrão nike proporciona um caimento relaxado e moderno é a combinação perfeita entre o estilo streetwear e a herança esportiva das quadras americanas seja para assistir ao jogo ou para um passeio casual esta regata garante que seu estilo esteja sempre no nível mvp garanta já a sua e vista a glória de la;0.0;0;P, M, G, GG, EGG;"https://static.lojanba.com/produtos/camiseta-jersey-nba-nike-los-angeles-lakers-masculina/98/SGL-04QH-198/SGL-04QH-198_zoom1.jpg?ts=1773630782&ims=544x; https://static.lojanba.com/produtos/camiseta-jersey-nba-nike-los-angeles-lakers-masculina/98/SGL-04QH-198/SGL-04QH-198_zoom2.jpg?ts=1773630782&ims=544x; https://static.lojanba.com/produtos/camiseta-jersey-nba-nike-los-angeles-lakers-masculina/98/SGL-04QH-198/SGL-04QH-198_zoom3.jpg?ts=1773630782&ims=544x; https://static.lojanba.com/produtos/camiseta-jersey-nba-nike-los-angeles-lakers-masculina/98/SGL-04QH-198/SGL-04QH-198_zoom4.jpg?ts=1773630782&ims=544x; https://static.lojanba.com/produtos/camiseta-jersey-nba-nike-los-angeles-lakers-masculina/98/SGL-04QH-198/SGL-04QH-198_zoom5.jpg?ts=1773630782&ims=544x";https://www.lojanba.com/p/camiseta-jersey-nba-nike-los-angeles-lakers-masculina-SGL-04QH-198;Gola Careca;Poliéster;Não Informado;Não Informado;Medidas da Peça ( Tamanho M) - Ombro: 36 cm, Tórax: 108 cm Comprimento 78 cm;CONTRA DEFEITO DE FABRICAÇÃO;Estrangeira - Adquirida no mercado interno;Não Informado;100% Poliéster;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.3506166624716839
43;E46-3685-060-04;Mochila Boston Celtics Sestini NBA Magic - 24L;Unissex;sestini;dia a dia;Não Informado;Verde;20999.0;prática e estilosa a mochila boston celtics sestini nba magic é perfeita para acompanhar a sua rotina confeccionada em poliéster tem bolso externo bolsos laterais para carregar garrafas de água alças ajustáveis acolchoadas e fechamento por zíper esta mochila unissex é collab entre a nba e a linha magic da sestini conta com estampa dos times da maior liga de basquete do mundo e os 5 segredos das mochilas práticas para o dia a dia bolso para celular bolso tiracartão e organizador de fone de ouvido nas alças além de bolso escondido nas costas e zíper com trava antifurto no compartimento central dica combine com produções esportivas  short de treino regata ou sua camiseta estampada favorita você merece as melhores escolhas garanta já a sua;4.84;38;Único;"https://static.lojanba.com/produtos/mochila-boston-celtics-sestini-nba-magic-24l/60/E46-3685-060/E46-3685-060_zoom1.jpg?ts=1774430828&ims=544x; https://static.lojanba.com/produtos/mochila-boston-celtics-sestini-nba-magic-24l/60/E46-3685-060/E46-3685-060_zoom2.jpg?ts=1774430828&ims=544x; https://static.lojanba.com/produtos/mochila-boston-celtics-sestini-nba-magic-24l/60/E46-3685-060/E46-3685-060_zoom3.jpg?ts=1774430828&ims=544x; https://static.lojanba.com/produtos/mochila-boston-celtics-sestini-nba-magic-24l/60/E46-3685-060/E46-3685-060_zoom4.jpg?ts=1774430828&ims=544x; https://static.lojanba.com/produtos/mochila-boston-celtics-sestini-nba-magic-24l/60/E46-3685-060/E46-3685-060_zoom5.jpg?ts=1774430828&ims=544x";https://www.lojanba.com/p/mochila-boston-celtics-sestini-nba-magic-24l-E46-3685-060;Não Informado;Não Informado;Boston Celtics;Não Informado;35X44X17 (LxAxP);Contra defeito de fabricação.;Estrangeira - Adquirida no mercado interno;Com logo;100% Poliéster;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Ajustável;Não Informado;Com zíper;Não Informado;Bolso interno e externo;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.10395167379813743
44;FAZ-026C-384-43;Tênis 361 Sport LEVEL UP 3 Basquete Masculino;Masculino;361 sport;dia a dia;Cano Médio;Preto e Roxo;5990.0;a nova geração do level up chegou com força total o 361 level up 3 integra a série ag combinando tecnologias avançadas com excelente custobenefício projetado para jogadores que exigem conforto estabilidade e performance durante toda a partida este modelo entrega suporte firme amortecimento responsivo e durabilidade acima da média leveza suporte e durabilidade para quem vai além em quadra principais características e benefícios cqt quk tech  amortecimento de alto nívela entressola foi atualizada com a tecnologia cqtquk que utiliza espuma supercrítica de etpu com co₂ reciclado o resultado é uma pisada leve confortável e resiliente  ideal para quem busca impacto reduzido e retorno de energia nas jogadas mais exigentescabedal em tecido de alta resistência  suporte com liberdadea parte superior é construída com material têxtil trançado de alta resistência garantindo excelente envolvimento do pé e suporte estrutural durante cortes rápidos e mudanças bruscas de direçãorubest tech  solado ultra durávela sola em borracha super resistente oferece tração e flexibilidade ao mesmo tempo mantendo os pés firmes e seguros mesmo em jogos intensos o design favorece o suporte do tornozelo sem comprometer a mobilidadeleveza com confortopesando apenas 360g o level up 3 consegue unir leveza conforto e proteção permitindo que você jogue por mais tempo com o máximo de eficiência quem deve usar o level up 3 o 361 level up 3 foi pensado para jogadores que atuam como alaforward jogadores que exigem tecnologia avançada proteção sólida e desempenho duradouro em quadra  tudo isso com ótimo custobenefício seja em treinos ou jogos é o tênis ideal para quem quer ir além em cada jogadaeleve seu jogo com o 361 level up 3;5.0;2;39, 41, 42, 43, 44, 50;"https://static.lojanba.com/produtos/tenis-361-sport-level-up-3-basquete-masculino/84/FAZ-026C-384/FAZ-026C-384_zoom1.jpg?ts=1758057824&ims=544x; https://static.lojanba.com/produtos/tenis-361-sport-level-up-3-basquete-masculino/84/FAZ-026C-384/FAZ-026C-384_zoom2.jpg?ts=1758057824&ims=544x; https://static.lojanba.com/produtos/tenis-361-sport-level-up-3-basquete-masculino/84/FAZ-026C-384/FAZ-026C-384_zoom3.jpg?ts=1758057824&ims=544x; https://static.lojanba.com/produtos/tenis-361-sport-level-up-3-basquete-masculino/84/FAZ-026C-384/FAZ-026C-384_zoom4.jpg?ts=1758057824&ims=544x; https://static.lojanba.com/produtos/tenis-361-sport-level-up-3-basquete-masculino/84/FAZ-026C-384/FAZ-026C-384_zoom5.jpg?ts=1758057824&ims=544x; https://static.lojanba.com/produtos/tenis-361-sport-level-up-3-basquete-masculino/84/FAZ-026C-384/FAZ-026C-384_zoom6.jpg?ts=1758057824&ims=544x";https://www.lojanba.com/p/tenis-361-sport-level-up-3-basquete-masculino-FAZ-026C-384;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.028396677573621947
45;E46-3699-016-04;Mala Chicago Bulls Sestini  NBA Space - 39L;Unissex;sestini;dia a dia;Não Informado;Vermelho;69999.0;vai bulls aposte na mala chicago bulls sestini  nba space perfeita para acompanhar a sua rotina este modelo pode ser usado em viagens e na escola pois tem regulagem para abertura na vertical sem precisar deitar a mala no chão trazendo design moderno aumenta a capacidade de armazenamento e conta com cadeado fixo de 3 dígitos que ajuda a proteger seus pertences esta mala de viagem unissex é dedicada especialmente aos fãs de nba exibe as cores e os símbolo do chicago bulls dica combine com produções casuais ou esportivas  calça moletom regata ou sua camiseta estampada favorita você merece as melhores escolhas adquira já a sua;5.0;0;Único;"https://static.lojanba.com/produtos/mala-chicago-bulls-sestini-nba-space-39l/16/E46-3699-016/E46-3699-016_zoom1.jpg?ts=1773976273&ims=544x; https://static.lojanba.com/produtos/mala-chicago-bulls-sestini-nba-space-39l/16/E46-3699-016/E46-3699-016_zoom2.jpg?ts=1773976273&ims=544x; https://static.lojanba.com/produtos/mala-chicago-bulls-sestini-nba-space-39l/16/E46-3699-016/E46-3699-016_zoom3.jpg?ts=1773976273&ims=544x; https://static.lojanba.com/produtos/mala-chicago-bulls-sestini-nba-space-39l/16/E46-3699-016/E46-3699-016_zoom4.jpg?ts=1773976273&ims=544x; https://static.lojanba.com/produtos/mala-chicago-bulls-sestini-nba-space-39l/16/E46-3699-016/E46-3699-016_zoom5.jpg?ts=1773976273&ims=544x";https://www.lojanba.com/p/mala-chicago-bulls-sestini-nba-space-39l-E46-3699-016;Não Informado;Poliéster;Chicago Bulls;Não Informado;33X45X22 (LxAxP);Contra defeito de fabricação.;Estrangeira - Adquirida no mercado interno;Não Informado;ABS +PC;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Fixa;Não Informado;Com zíper;10 KG;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.3506166624716839
46;R5M-2583-198-41;Tenis Under Armour Buzzer 2;Masculino;under armour;dia a dia;Não Informado;Roxo;41999.0;"o ua buzzer 2 é o tênis ideal para quem busca estabilidade conforto e modernidade  com entressola de espuma micro g que transforma pousos sutis em decolagens explosivas sua placa em tpu interna fornece suporte e estabilidade adicionais além de sua sola anatômica que proporciona excelente tração e flexibilidade seus detalhes de estampa gráfica conferem um visual moderno ao solado além disso o tecido moldado na traseira assegura mais estrutura e facilita o calce possui ainda forro de tecido poliéster com espuma proporcionando uma performance confortável contra defeito de fabricação nacional";4.0;2;39, 40, 41, 42, 43;"https://static.lojanba.com/produtos/tenis-under-armour-buzzer-2/98/R5M-2583-198/R5M-2583-198_zoom1.jpg?ts=1762341001&ims=544x; https://static.lojanba.com/produtos/tenis-under-armour-buzzer-2/98/R5M-2583-198/R5M-2583-198_zoom2.jpg?ts=1762341001&ims=544x; https://static.lojanba.com/produtos/tenis-under-armour-buzzer-2/98/R5M-2583-198/R5M-2583-198_zoom3.jpg?ts=1762341001&ims=544x";https://www.lojanba.com/p/tenis-under-armour-buzzer-2-R5M-2583-198;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.20966524037251447
47;R5M-2572-018-38;Tênis de Basquete Masculino Under Armour Swish 2 44 Rosa;Masculino;under armour;dia a dia;Cano Médio;Rosa;42999.0;o tênis de basquete masculino under armour swish 2 é o que você precisa para ter mais conforto durabilidade e segurança dentro e fora de quadra;4.95;22;36, 37, 38, 39, 40, 41, 42, 43, 44, 45;"https://static.lojanba.com/produtos/tenis-de-basquete-masculino-under-armour-swish-2-44-rosa/18/R5M-2572-018/R5M-2572-018_zoom1.jpg?ts=1764864486&ims=544x; https://static.lojanba.com/produtos/tenis-de-basquete-masculino-under-armour-swish-2-44-rosa/18/R5M-2572-018/R5M-2572-018_zoom2.jpg?ts=1764864486&ims=544x; https://static.lojanba.com/produtos/tenis-de-basquete-masculino-under-armour-swish-2-44-rosa/18/R5M-2572-018/R5M-2572-018_zoom3.jpg?ts=1764864486&ims=544x; https://static.lojanba.com/produtos/tenis-de-basquete-masculino-under-armour-swish-2-44-rosa/18/R5M-2572-018/R5M-2572-018_zoom4.jpg?ts=1764864486&ims=544x; https://static.lojanba.com/produtos/tenis-de-basquete-masculino-under-armour-swish-2-44-rosa/18/R5M-2572-018/R5M-2572-018_zoom5.jpg?ts=1764864486&ims=544x";https://www.lojanba.com/p/tenis-de-basquete-masculino-under-armour-swish-2-44-rosa-R5M-2572-018;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Contra defeito de fabricação;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.21469921973319908
48;R5M-2799-904-39;Tênis De Basquete Masculino Under Armour Bankshot Se;Masculino;under armour;dia a dia;Cano Médio;Roxo e Branco;39999.0;tênis under armour bankshot  leveza estilo e performance em cada passada  o under armour bankshot é o tênis perfeito para quem busca conforto suporte e desempenho durante treinos ou no dia a dia seu cabedal em malha perfurada oferece respirabilidade e leveza mantendo os pés secos eeconfortáveis por mais tempo a lateral em tpu e o logo traseiro garantem maior suporte e estabilidade em cada movimento a palmilha anatômica moldada feita de poliéster e eva de 4mm se ajusta perfeitamente ao formato do pé prevenindo deslizamentos e oferecendo conforto extra durante o uso a entressola conta com a tecnologia micro g que transforma impactos em impulso proporcionando uma passada mais leve responsiva e explosiva o solado em borracha com a tecnologia anatomix foi desenvolvido com um design anatômico que oferece máxima tração aderência e controle seja nas quadras ou nas ruas;4.8;15;39, 40, 41, 42, 43, 44;"https://static.lojanba.com/produtos/tenis-de-basquete-masculino-under-armour-bankshot-se/04/R5M-2799-904/R5M-2799-904_zoom1.jpg?ts=1748960003&ims=544x; https://static.lojanba.com/produtos/tenis-de-basquete-masculino-under-armour-bankshot-se/04/R5M-2799-904/R5M-2799-904_zoom2.jpg?ts=1748960003&ims=544x; https://static.lojanba.com/produtos/tenis-de-basquete-masculino-under-armour-bankshot-se/04/R5M-2799-904/R5M-2799-904_zoom3.jpg?ts=1748960003&ims=544x; https://static.lojanba.com/produtos/tenis-de-basquete-masculino-under-armour-bankshot-se/04/R5M-2799-904/R5M-2799-904_zoom4.jpg?ts=1748960003&ims=544x; https://static.lojanba.com/produtos/tenis-de-basquete-masculino-under-armour-bankshot-se/04/R5M-2799-904/R5M-2799-904_zoom5.jpg?ts=1748960003&ims=544x";https://www.lojanba.com/p/tenis-de-basquete-masculino-under-armour-bankshot-se-R5M-2799-904;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Basketball, Basquete, Quadra Lisa, Esporte, Treino, Competição, Alta performance, Treinamento, Impacto, torneios, performance, drible, Amortecimento, salto, Movimento rápido;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.19959728165114524
49;E46-3701-198-04;Mochila Los Angeles Lakers Sestini NBA Legend - 24L;Unissex;sestini;dia a dia;Não Informado;Roxo;1699.0;aposte no seu time do coração a mochila los angeles lakers sestini nba legend é perfeita para acompanhar a sua rotina confeccionada em poliéster tem bolso externo bolsos laterais para carregar garrafa de água alças ajustáveis e fechamento por zíper esta mochila unissex conta com     etiqueta personalizada dos lakers exibe o orgulho da equipe e inconfundível combinação de cores que faz referência ao uniforme outro destaque é o bordado especial nas costas adicionando um toque único e autêntico os bolsos e alças são confeccionados com tecido air mesh que proporciona um visual esportivo ao produto o artigo é uma afirmação de amor pelo seu time favorito da nba perfeita para o trabalho escola viagens academia ou lazer dica combine com produções casuais ou esportivas  calça moletom regata ou sua camiseta estampada favorita mostre sua paixão pelos lakers adquira já a sua;4.67;3;Único;"https://static.lojanba.com/produtos/mochila-los-angeles-lakers-sestini-nba-legend-24l/98/E46-3701-198/E46-3701-198_zoom1.jpg?ts=1772013823&ims=544x; https://static.lojanba.com/produtos/mochila-los-angeles-lakers-sestini-nba-legend-24l/98/E46-3701-198/E46-3701-198_zoom2.jpg?ts=1772013823&ims=544x; https://static.lojanba.com/produtos/mochila-los-angeles-lakers-sestini-nba-legend-24l/98/E46-3701-198/E46-3701-198_zoom3.jpg?ts=1772013823&ims=544x; https://static.lojanba.com/produtos/mochila-los-angeles-lakers-sestini-nba-legend-24l/98/E46-3701-198/E46-3701-198_zoom4.jpg?ts=1772013823&ims=544x";https://www.lojanba.com/p/mochila-los-angeles-lakers-sestini-nba-legend-24l-E46-3701-198;Não Informado;Não Informado;Lakers;Não Informado;"Altura: 46 cm.
Largura: 31 cm.
Profundidade: 20 cm.
Peso: 0,3 kg.
Capacidade Total: 24,84 L.";Contra defeito de fabricação.;Estrangeira - Adquirida no mercado interno;Estampada;Material: Poliéster.;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Ajustável;Não Informado;Com zíper;24,84 L.;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;não informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;Não Informado;premium;0.006795872136924239
